Year,Award,Category,Actor,Show,Won,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,ROB MORGAN,STRANGER THINGS,True,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,WINONA RYDER,STRANGER THINGS,True,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,BEN MILES,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,BILLY JENKINS,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,CLAIRE FOY,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,CLIVE FRANCIS,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,DANIEL INGS,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,HARRIET WALTER,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,HARRY HADDEN-PATON,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,JARED HARRIS,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,JEREMY NORTHAM,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,JOHN LITHGOW,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,LIZZY McINNERNY,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,MATT SMITH,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,NICHOLAS ROWE,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,PIP TORRENS,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,VANESSA KIRBY,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,VICTORIA HAMILTON,THE CROWN,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,ANGELA SARAFYAN,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY HOPKINS,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,BENN BARNES,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,ED HARRIS,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,EVAN RACHEL WOOD,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,INGRID BOLS?? BERDAL,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,JAMES MARSDEN,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,JEFFREY WRIGHT,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,JIMMI SIMPSON,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,LEONARDO NAM,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,LUKE HEMSWORTH,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,PTOLEMY SLOCUM,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,RODRIGO SANTORO,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,SHANNON WOODWARD,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,SIDSE BABETT KNUDSEN,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,TALULAH RILEY,WESTWORLD,False,
2017, 23rd Annual,ENSEMBLE IN A DRAMA SERIES,THANDIE NEWTON,WESTWORLD,False,
2017, 23rd Annual,FEMALE COMEDY,JANE FONDA,GRACE AND FRANKIE,False,
2017, 23rd Annual,FEMALE COMEDY,LILY TOMLIN,GRACE AND FRANKIE,False,
2017, 23rd Annual,FEMALE COMEDY,UZO ADUBA,ORANGE IS THE NEW BLACK,False,
2017, 23rd Annual,FEMALE COMEDY,ELLIE KEMPER,UNBREAKABLE KIMMY SCHMIDT,False,
2017, 23rd Annual,FEMALE COMEDY,JULIA LOUIS-DREYFUS,VEEP,True,
2017, 23rd Annual,FEMALE DRAMA,ROBIN WRIGHT,HOUSE OF CARDS,False,
2017, 23rd Annual,FEMALE DRAMA,MILLIE BOBBY BROWN,STRANGER THINGS,False,
2017, 23rd Annual,FEMALE DRAMA,WINONA RYDER,STRANGER THINGS,False,
2017, 23rd Annual,FEMALE DRAMA,CLAIRE FOY,THE CROWN,True,
2017, 23rd Annual,FEMALE DRAMA,THANDIE NEWTON,WESTWORLD,False,
2017, 23rd Annual,FEMALE LEAD,AMY ADAMS,ARRIVAL,False,
2017, 23rd Annual,FEMALE LEAD,MERYL STREEP,FLORENCE FOSTER JENKINS,False,
2017, 23rd Annual,FEMALE LEAD,NATALIE PORTMAN,JACKIE,False,
2017, 23rd Annual,FEMALE LEAD,EMMA STONE,LA LA LAND,True,
2017, 23rd Annual,FEMALE LEAD,EMILY BLUNT,THE GIRL ON THE TRAIN,False,
2017, 23rd Annual,FEMALE SUPPORT,VIOLA DAVIS,FENCES,True,
2017, 23rd Annual,FEMALE SUPPORT,OCTAVIA SPENCER,HIDDEN FIGURES,False,
2017, 23rd Annual,FEMALE SUPPORT,NICOLE KIDMAN,LION,False,
2017, 23rd Annual,FEMALE SUPPORT,MICHELLE WILLIAMS,MANCHESTER BY THE SEA,False,
2017, 23rd Annual,FEMALE SUPPORT,NAOMIE HARRIS,MOONLIGHT,False,
2017, 23rd Annual,FEMALE TV MOVIE OR LIMITED SERIES,FELICITY HUFFMAN,AMERICAN CRIME,False,
2017, 23rd Annual,FEMALE TV MOVIE OR LIMITED SERIES,BRYCE DALLAS HOWARD,BLACK MIRROR,False,
2017, 23rd Annual,FEMALE TV MOVIE OR LIMITED SERIES,KERRY WASHINGTON,CONFIRMATION,False,
2017, 23rd Annual,FEMALE TV MOVIE OR LIMITED SERIES,AUDRA MCDONALD,LADY DAY AT EMERSON'S BAR & GRILL,False,
2017, 23rd Annual,FEMALE TV MOVIE OR LIMITED SERIES,SARAH PAULSON,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,True,
2017, 23rd Annual,MALE COMEDY,ANTHONY ANDERSON,BLACK-ISH,False,
2017, 23rd Annual,MALE COMEDY,TY BURRELL,MODERN FAMILY,False,
2017, 23rd Annual,MALE COMEDY,WILLIAM H. MACY,SHAMELESS,True,
2017, 23rd Annual,MALE COMEDY,JEFFREY TAMBOR,TANSPARENT,False,
2017, 23rd Annual,MALE COMEDY,TITUSS BURGESS,UNBREAKABLE KIMMY SCHMIDT,False,
2017, 23rd Annual,MALE DRAMA,PETER DINKLAGE,GAME OF THRONES,False,
2017, 23rd Annual,MALE DRAMA,KEVIN SPACEY,HOUSE OF CARDS,False,
2017, 23rd Annual,MALE DRAMA,RAMI MALEK,MR. ROBOT,False,
2017, 23rd Annual,MALE DRAMA,JOHN LITHGOW,THE CROWN,True,
2017, 23rd Annual,MALE DRAMA,STERLING K. BROWN,THIS IS US,False,
2017, 23rd Annual,MALE LEAD,VIGGO MORTENSEN,CAPTAIN FANTASTIC,False,
2017, 23rd Annual,MALE LEAD,DENZEL WASHINGTON,FENCES,True,
2017, 23rd Annual,MALE LEAD,ANDREW GARFIELD,HACKSAW RIDGE,False,
2017, 23rd Annual,MALE LEAD,RYAN GOSLING,LA LA LAND,False,
2017, 23rd Annual,MALE LEAD,CASEY AFFLECK,MANCHESTER BY THE SEA,False,
2017, 23rd Annual,MALE SUPPORT,HUGH GRANT,FLORENCE FOSTER JENKINS,False,
2017, 23rd Annual,MALE SUPPORT,JEFF BRIDGES,HELL OR HIGH WATER,False,
2017, 23rd Annual,MALE SUPPORT,DEV PATEL,LION,False,
2017, 23rd Annual,MALE SUPPORT,LUCAS HEDGES,MANCHESTER BY THE SEA,False,
2017, 23rd Annual,MALE SUPPORT,MAHERSHALA ALI,MOONLIGHT,True,
2017, 23rd Annual,MALE TV MOVIE OR LIMITED SERIES,BRYAN CRANSTON,ALL THE WAY,True,
2017, 23rd Annual,MALE TV MOVIE OR LIMITED SERIES,JON TURTURRO,THE NIGHT OF,False,
2017, 23rd Annual,MALE TV MOVIE OR LIMITED SERIES,RIZ AHMED,THE NIGHT OF,False,
2017, 23rd Annual,MALE TV MOVIE OR LIMITED SERIES,COURTNEY B. VANCE,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,False,
2017, 23rd Annual,MALE TV MOVIE OR LIMITED SERIES,STERLING K. BROWN,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,CAPTAIN AMERICA: CIVIL WAR,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,DOCTOR STRANGE,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,HACKSAW RIDGE,True,
2017, 23rd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,JASON BOURNE,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,NOCTURNAL ANIMALS,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A SERIES,,GAME OF THRONES,True,
2017, 23rd Annual,STUNT ENSEMBLE IN A SERIES,,MARVEL'S DAREDEVIL,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A SERIES,,MARVEL'S LUKE CAGE,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A SERIES,,THE WALKING DEAD,False,
2017, 23rd Annual,STUNT ENSEMBLE IN A SERIES,,WESTWORLD,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,,BEASTS OF NO NATION,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,ABRAHAM ATTAH,BEASTS OF NO NATION,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,IDRIS ELBA,BEASTS OF NO NATION,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,KURT EGYIAWAN,BEASTS OF NO NATION,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,BILLY CRUDUP,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,BRIAN D'ARCY JAMES,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,JOHN SLATTERY,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,LIEV SCHREIBER,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,MARK RUFFALO,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,MICHAEL KEATON,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,RACHEL McADAMS,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,STANLEY TUCCI,SPOTLIGHT,True,
2016, 22nd Annual,CAST IN A MOTION PICTURE,,STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,ALDIS HODGE,STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,COREY HAWKINS,STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,JASON MITCHELL,STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,"NEIL BROWN, JR.",STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,"O'SHEA JACKSON, JR.",STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,PAUL GIAMATTI,STRAIGHT OUTTA COMPTON,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,BRAD PITT,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,CHRISTIAN BALE,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,FINN WITTROCK,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,HAMISH LINKLATER,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,JEREMY STRONG,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,JOHN MAGARO,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,MARISA TOMEI,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,MELISSA LEO,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,RAFE SPALL,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,RYAN GOSLING,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,STEVE CARELL,THE BIG SHORT,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,ADEWALE AKINNUOYE-AGBAJE,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,ALAN TUDYK,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,BRYAN CRANSTON,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,DAVID JAMES ELLIOTT,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,DIANE LANE,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,ELLE FANNING,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,HELEN MIRREN,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,JOHN GOODMAN,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,LOUIS C.K.,TRUMBO,False,
2016, 22nd Annual,CAST IN A MOTION PICTURE,MICHAEL STUHLBARG,TRUMBO,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,,KEY & PEELE,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JORDAN PEELE,KEY & PEELE,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KEEGAN-MICHAEL KEY,KEY & PEELE,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON EMMONS,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JESSE TYLER FERGUSON,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,NOLAN GOULD,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,RICO RODRIGUEZ,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SARAH HYLAND,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,TY BURRELL,MODERN FAMILY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ABIGAIL SAVAGE,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ADRIENNE C. MOORE,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ANNIE GOLDEN,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,BETH FOWLER,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,CATHERINE CURTIN,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,CONSTANCE SHULMAN,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,DALE SOULES,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,DANIELLE BROOKS,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,DASCHA POLANCO,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,DIANE GUERRERO,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ELIZABETH RODRIGUEZ,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,EMMA MYLES,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JACKIE CRUZ,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA PIMENTEL,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JOEL MARSH GARLAND,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KATE MULGREW,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KIMIKO GLENN,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,LAURA PREPON,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,LAVERNE COX,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,LEA DeLARIA,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,LORI PETTY,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MARSHA STEPHANIE BLAKE,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MATT PETERS,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL J. HARNEY,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MIKE BIRBIGLIA,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,NICK SANDOW,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,RUBY ROSE,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SELENIS LEYVA,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,TARYN MANNING,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,TAYLOR SCHILLING,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,UZO ADUBA,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,VICKY JEUDY,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,YAEL STONE,ORANGE IS THE NEW BLACK,True,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ALEXANDRA BILLINGS,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,AMY LANDECKER,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,CARRIE BROWNSTEIN,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,CHERRY JONES,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,EMILY ROBINSON,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,GABY HOFFMANN,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,HARI NEF,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JAY DUPLASS,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JEFFREY TAMBOR,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JUDITH LIGHT,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KATHRYN HAHN,TRANSPARENT,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,ANNA CHLUMSKY,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,DIEDRICH BADER,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,GARY COLE,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,HUGH LAURIE,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DUNN,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,MATT WALSH,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,PHIL REEVES,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,REID SCOTT,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SAM RICHARDSON,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SARAH SUTHERLAND,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,SUFE BRADSHAW,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,TIMOTHY SIMONS,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,VEEP,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,ALLEN LEECH,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,BRENDAN COYLE,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ROBB,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH McGOVERN,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,HUGH BONNEVILLE,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,JIM CARTER,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,JOANNE FROGGATT,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,JULIAN OVENDEN,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,KEVIN DOYLE,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,LAURA CARMICHAEL,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,LESLEY NICOL,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,LILY JAMES,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,PENELOPE WILTON,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,PHYLLIS LOGAN,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,RAQUEL CASSIDY,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT JAMES-COLLIER,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE McSHERA,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,TOM CULLEN,DOWNTON ABBEY,True,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,AIDEN GILLEN,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,ALFIE ALLEN,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,BEN CROMPTON,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,BRENOCK O'CONNOR,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,BRIAN FORTUNE,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,CARICE VAN HOUTEN,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,DANIEL PORTMAN,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,EMILIA CLARKE,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,GWENDOLINE CHRISTIE,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,HANNAH MURRAY,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,GAME OF THRONES,False,
2016, 22nd Annual,ENSEMBLE IN A DRAMA SERIES,IAN BEATTIE,GAME OF THRONES,False,
